|horoscope|pub_date|zodiac
515|Too often in the past you have tried to mold yourself to fit other people’s expectations of you and sometimes the results have been less than pleasing. Be yourself today, and every day – it’s the only sure way to be happy.|05-12-2015|pisces
516|You will make more progress between now and the Sun’s change of signs on the 21st if you keep to the middle path and avoid extremes. The more others say you must take sides the more you should strive not to commit yourself.|05-13-2015|pisces
517|You seem to have a lot to say for yourself at the moment, which is fine, but if you talk too loud and too fast you may miss something worth hearing, something that could both have made you money and saved you trouble.|05-14-2015|pisces
518|You will get through so much work today that some people may wonder aloud if you are on some kind of stimulant! You’re not, of course, but you are certainly in one of those moods when you feel almost superhuman. Up, up and away!|05-15-2015|pisces
519|You may want to get a task out of the way quickly this weekend but the planets warn it is going to take longer than you expected. Don’t cut corners or leave it half-finished, get on with it and don’t stop until it is done, and done well.|05-16-2015|pisces
520|If you have something to say then say it now as the approaching new moon endows you with persuasive powers and even your most doubtful critic will be compelled to believe you. It will be even better if what you say is true! |05-17-2015|pisces
521|There is no point trying to focus on everyday chores because there are so many great things going on around you that your attention is sure to wander. Save the routine stuff for another day – now is the time to have some fun. |05-18-2015|pisces
522|You may have nothing to hide but that does not give friends and family members the right to probe into your private affairs. Anyone who tries to do so today must be told in no uncertain terms to mind their own business.|05-19-2015|pisces
523|Whatever new chores and duties come your way over the next few days – and there will be plenty – you can still have fun. Loved ones will go out of their way to make life enjoyable for you. Go out of your way to thank them.|05-20-2015|pisces
524|The Sun’s move into the domestic area of your chart today means you need to devote more time to your family. Whatever your duties in other directions your main responsibility now is to those who depend on you the most.|05-21-2015|pisces
525|You may be able to do a particular task better than just about anyone but that does not mean you should do it. You have more than enough on the go as it is at the moment, so don’t add to your load. Colleagues must share the burden.|05-22-2015|pisces
526|It may seem as if someone is as dissimilar to you as chalk is to cheese but over the next two days you will learn you have a lot in common. Superficially you are hugely different but on a deeper level you think and feel as one.|05-23-2015|pisces
527|If your conscience tells you that a certain course of action is wrong then you should give it a miss. If you push ahead regardless there will come a time towards the end of the week when you bitterly regret it. Listen to your inner voice.|05-24-2015|pisces
528|You seem to be in a friendly and forgiving mood at the moment, which is good, but there is a danger you could get friendly with someone you need to be wary of. Mercury retrograde warns you must look out for your own interests first.|05-25-2015|pisces
529|Don’t push yourself too hard over the next 24 hours. If you can get away with it today you should knock off early from work and give both your brain and your body a rest. Your batteries are desperately in need of a recharge. |05-26-2015|pisces
