|horoscope|pub_date|zodiac
513|Something you do – or don’t do – will shock those who see you as the one person who can always be depended on, but maybe that’s the idea. Maybe you’ve had enough of possessing the shoulder everyone leans on, at least for a while. |05-11-2015|capricorn
514|You may not be the life and soul of the party at the moment but don’t let it worry you. The less time you spend talking and socializing the more time you will have to think – and you will come up with some remarkable ideas.|05-12-2015|capricorn
515|You may be considering giving up on a project that appears to have run its course, but something will happen over the next few days that makes you think again. It could be there is a lot of mileage in it yet, so don’t give up so easily.|05-13-2015|capricorn
516|The Sun remains in the most dynamic area of your chart for one more week, which means you still have time to start something new. Pay no attention to those who counsel caution – your creative passion must not be limited in any way.|05-14-2015|capricorn
517|It does not matter that others say something cannot be done – if you want it enough you will find a way to get it. Stop worrying about where you have been and start looking ahead and planning where you are going to be.|05-15-2015|capricorn
518|Set your sights high and don’t settle for second best, either in your career or in your personal life. You may have to push yourself a little harder than usual this weekend but that’s okay – you have got plenty of energy in reserve.|05-16-2015|capricorn
519|No matter what you may have achieved in the past you will do something even better over the next few days. The people you meet on your travels will do just about anything for you, so ask yourself what it is you really want. |05-17-2015|capricorn
520|Most things will come easy to you this week but that does not mean you will sit back and not make much of an effort. On the contrary, today’s new moon means you are even more dynamic and decisive than usual, and that’s saying something. |05-18-2015|capricorn
521|Whatever you are working on now you must make a good job of it. If you try to get away with less than perfect work you will most likely have to go back and do it all again later on while your friends are having fun.|05-19-2015|capricorn
522|Over the next few days you will need to get a bit more serious about your work and your wellbeing. Not that there is anything much to worry about but you do need to pace yourself better. You don’t have to move so fast.|05-20-2015|capricorn
523|You may have to make some minor adjustments to your working routine over the next few days but that’s okay. The more you change now the less you will have to change later on, and what you do change will work out perfectly for you.|05-21-2015|capricorn
524|If life seems too complicated of late it is most likely because you are making it too complicated. How do you make it simpler? Do less – a lot less. Cut back to essentials and don’t waste time or energy on complicated ideas or activities.|05-22-2015|capricorn
525|You probably won’t believe what a loved one tells you over the next 48 hours but don’t make a big deal of it because if you call them a liar it will seriously sour the mood. Pretend you agree with every word they say. |05-23-2015|capricorn
526|If you need assistance then you must speak up. Yes, it would be nice if friends and relatives could read your mind and come to the rescue without being asked but it doesn’t happen like that. Would you really want them knowing your thoughts?|05-24-2015|capricorn
527|Venus in the partnership area of your chart urges you to let loved ones know exactly how you feel about them – and yes, your feelings are warm and deep. Most likely they know already, of course, but it never hurts to spell it out.|05-25-2015|capricorn
528|You seem to be under the impression that you can get away with anything. It may or may not be true but either way it’s not a wise attitude to take. Life is good and getting better by the moment – don’t take risks that could spoil it. |05-26-2015|capricorn
